Ano,P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2016,30.142962596803425,109960.05198883235,-30.61,-18.62,39.36756505884303,3.14,4.14353964866196,-1.02,7.512599199733244,119993.89719612765,110018.74129170092,-0.75,3.83,2.33,0.63,0.37,1.67,69.99,-18.76,-30.84,-31.2,-32.6,-20.54,-32.55,0.66,8.991378868978357,13.030695948035882,Z2EN34,bdrs
2015,30.142962596803425,109960.05198883235,351.34,267.75,39.36756505884303,330.66,4.14353964866196,-0.95,7.512599199733244,119993.89719612765,110018.74129170092,-0.84,388.42,296.01,0.07,0.31,2.41,67.82,-30.29,-39.75,-40.26,-0.29,-0.02,-0.28,0.0,8.991378868978357,13.030695948035882,Z2EN34,bdrs
2014,30.142962596803425,109960.05198883235,-30.29,-25.04,39.36756505884303,1.56,4.14353964866196,-0.93,7.512599199733244,119993.89719612765,110018.74129170092,-1.04,2.17,1.79,0.55,0.45,1.78,63.76,-43.05,-52.06,-53.08,-59.3,-32.77,-56.46,0.62,8.991378868978357,13.030695948035882,Z2EN34,bdrs
2013,30.142962596803425,109960.05198883235,2.42,1.84,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-1.6,2.42,1.84,0.27,0.73,1.75,65.95,-23.06,-30.3,-31.4,-90.14,-24.39,-45.48,0.78,8.991378868978357,13.030695948035882,Z2EN34,bdrs
2022,-13.98,1.64,-106.25,-19.81,-21.17,19.5,1.01,-2.29,0.7,2.2,-2.6,-0.27,18.4,3.43,0.61,0.39,3.99,16.6,-0.62,-3.33,-5.04,-11.74,-7.21,-5.14,1.43,57.28,13.030695948035882,Z2LL34,bdrs
2021,-30.02,2.97,-470.15,-50.73,-47.35,21.31,1.48,-2.11,1.94,4.17,-5.25,0.26,-38.24,-4.13,0.5,0.5,1.98,21.52,-0.44,-4.11,-6.48,-9.88,-4.93,-3.3,0.76,38.96,13.030695948035882,Z2LL34,bdrs
2020,30.142962596803425,109960.05198883235,16.60521298419211,-2052.98,39.36756505884303,20.38,4.14353964866196,-0.7,7.512599199733244,119993.89719612765,110018.74129170092,-0.43,10.20935542857143,141.84,0.63,0.37,5.46,47.41,-30.193584756304414,-0.43,-4.85,-3.42,-2.17,-0.31,0.45,53.12,13.030695948035882,Z2LL34,bdrs
2019,30.142962596803425,109960.05198883235,-570.9,-44.34,39.36756505884303,16.56,4.14353964866196,-1.47,7.512599199733244,119993.89719612765,110018.74129170092,-0.08,16.94,1.32,0.56,0.44,3.81,47.79,-0.59,-7.58,-11.13,-8.89,-4.98,-3.71,0.45,46.51,13.030695948035882,Z2LL34,bdrs
2018,30.142962596803425,109960.05198883235,117.23,-51.36,39.36756505884303,16.07,4.14353964866196,-0.59,7.512599199733244,119993.89719612765,110018.74129170092,-0.23,-15.69,6.87,0.76,0.24,6.58,88.48,3.6,-8.23,-8.99,-3.67,-2.79,-3.42,0.31,55.92,13.030695948035882,Z2LL34,bdrs
2017,30.142962596803425,109960.05198883235,-262.37,-46.76,39.36756505884303,14.09,4.14353964866196,-0.5,7.512599199733244,119993.89719612765,110018.74129170092,-0.14,13.52,2.41,0.82,0.18,7.11,92.09,-2.59,-14.53,-8.77,-3.55,-2.92,-8.08,0.33,66.55,13.030695948035882,Z2LL34,bdrs
2016,30.142962596803425,109960.05198883235,-58.82,-30.37,39.36756505884303,13.98,4.14353964866196,-1.22,7.512599199733244,119993.89719612765,110018.74129170092,-0.06,1.27,0.66,0.8,0.2,5.99,91.82,-12.99,-25.15,-26.04,-8.7,-7.0,-7.34,0.27,84.12,13.030695948035882,Z2LL34,bdrs
2015,30.142962596803425,109960.05198883235,-60.28,-28.89,39.36756505884303,15.13,4.14353964866196,-0.84,7.512599199733244,119993.89719612765,110018.74129170092,-0.11,4.05,1.94,0.85,0.15,7.14,90.67,-11.12,-23.19,-23.09,-5.56,-4.75,-5.3,0.21,79.49,13.030695948035882,Z2LL34,bdrs
2014,30.142962596803425,109960.05198883235,-655.54,-81.62,39.36756505884303,4.85,4.14353964866196,-0.36,7.512599199733244,119993.89719612765,110018.74129170092,-0.63,66.95,8.34,0.91,0.09,8.16,90.96,-1.71,-13.71,-13.38,-7.41,-6.71,-7.59,0.5,79.53,13.030695948035882,Z2LL34,bdrs
2013,30.142962596803425,109960.05198883235,388.05,-158.64,39.36756505884303,4.86,4.14353964866196,-0.11,7.512599199733244,119993.89719612765,110018.74129170092,-0.52,-42.62,17.42,0.93,0.07,9.68,90.48,3.51,-8.58,-6.3,-2.19,-2.05,-3.71,0.32,8.991378868978357,13.030695948035882,Z2LL34,bdrs
2022,102.3,1.85,18.28,56.31,44.88,57.33,1.03,1.04,2.91,12.09,-1.3,0.49,3.84,11.82,0.56,0.44,1.69,69.62,19.98,6.48,2.85,1.81,1.01,2.59,0.35,0.43,5.59,Z1BH34,bdrs
2021,67.5,2.14,19.26,52.07,43.25,60.58,1.16,1.92,3.46,19.13,-1.46,0.52,3.89,10.51,0.54,0.46,1.41,70.13,21.62,8.0,5.12,3.17,1.71,3.09,0.33,3.21,13.030695948035882,Z1BH34,bdrs
2020,-39.4,0.45,39.84,-619.49,-87.69,58.83,0.22,-0.67,0.78,2.17,-0.28,0.6,7.55,-117.38,0.5,0.5,1.99,69.7,13.81,-0.89,-1.98,-1.14,-0.57,-0.98,0.29,11.3,9.46,Z1BH34,bdrs
2019,30.142962596803425,109960.05198883235,17.95,33.89,39.36756505884303,60.23,4.14353964866196,5.5,7.512599199733244,119993.89719612765,110018.74129170092,0.61,3.56,6.71,0.5,0.5,1.37,71.78,26.79,14.19,14.18,9.13,4.59,4.4,0.32,11.4,13.030695948035882,Z1BH34,bdrs
2018,30.142962596803425,109960.05198883235,27.91,1623.75,39.36756505884303,55.26,4.14353964866196,-1.86,7.512599199733244,119993.89719612765,110018.74129170092,0.74,7.93,461.31,0.47,0.53,1.83,71.36,13.35,0.23,-4.78,-3.36,-1.57,-0.45,0.33,11.78,19.16,Z1BH34,bdrs
2017,30.142962596803425,109960.05198883235,18.38,43.11,39.36756505884303,57.96,4.14353964866196,8.96,7.512599199733244,119993.89719612765,110018.74129170092,0.82,5.19,12.18,0.45,0.55,1.49,72.67,23.74,10.12,23.24,15.46,6.97,-2.55,0.3,11.49,-16.66,Z1BH34,bdrs
2016,30.142962596803425,109960.05198883235,17.44,41.45,39.36756505884303,48.27,4.14353964866196,1.53,7.512599199733244,119993.89719612765,110018.74129170092,1.1,5.91,14.06,0.36,0.64,1.96,68.94,23.39,9.84,3.99,3.16,1.15,3.15,0.29,7.28,-24.44,Z1BH34,bdrs
2015,30.142962596803425,109960.05198883235,26.09,65.87,39.36756505884303,48.53,4.14353964866196,0.72,7.512599199733244,119993.89719612765,110018.74129170092,1.0,8.37,21.13,0.36,0.64,3.62,69.98,19.67,7.79,2.45,1.49,0.54,2.15,0.22,2.68,0.08,Z1BH34,bdrs
2014,30.142962596803425,109960.05198883235,13.4,18.26,39.36756505884303,38.69,4.14353964866196,4.25,7.512599199733244,119993.89719612765,110018.74129170092,-0.04,-0.19,-0.26,0.68,0.32,4.21,73.41,30.24,22.2,15.41,10.99,7.46,10.24,0.48,8.991378868978357,13.030695948035882,Z1BH34,bdrs
2013,30.142962596803425,109960.05198883235,11.07,14.78,39.36756505884303,36.85,4.14353964866196,4.56,7.512599199733244,119993.89719612765,110018.74129170092,-0.02,-0.09,-0.13,0.66,0.34,4.07,72.6,30.87,23.11,16.88,12.39,8.15,10.53,0.48,8.991378868978357,13.030695948035882,Z1BH34,bdrs
2022,7.81,1.22,-20.2,-20.32,5.82,41.58,0.08,6.48,2.61,119993.89719612765,-0.08,-5.48,-26.03,-26.19,0.07,0.93,2.723425095370657,0.0,45.1,44.82,33.41,15.59,1.08,14.95,0.03,3.76,19.21,Z1IO34,bdrs
2021,8.29,1.22,-18.75,-18.57,6.18,49.22,0.1,7.25,3.07,119993.89719612765,-0.1,-4.95,-25.3,-25.06,0.08,0.92,2.723425095370657,0.0,49.19,49.66,37.04,14.74,1.18,13.84,0.03,6.08,16.89,Z1IO34,bdrs
2020,14.37,0.92,16.60521298419211,-21.31,10.1,48.08,0.09,3.08,2.47,119993.89719612765,-0.09,-2.85,10.20935542857143,-31.21,0.1,0.9,2.723425095370657,0.0,-30.193584756304414,24.44,17.17,6.4,0.62,6.2,0.04,6.71,20.1,Z1IO34,bdrs
2019,30.142962596803425,109960.05198883235,-3.95,-4.57,39.36756505884303,43.14,4.14353964866196,4.59,7.512599199733244,119993.89719612765,110018.74129170092,-1.96,-10.28,-11.88,0.11,0.89,2.723425095370657,0.0,43.08,37.29,24.1,10.64,1.13,10.34,0.05,5.88,24.63,Z1IO34,bdrs
2018,30.142962596803425,109960.05198883235,-3.33,-3.84,39.36756505884303,39.43,4.14353964866196,4.42,7.512599199733244,119993.89719612765,110018.74129170092,-1.67,-8.72,-10.05,0.11,0.89,2.723425095370657,0.0,47.87,41.51,28.03,11.22,1.24,7.56,0.04,2.16,27.08,Z1IO34,bdrs
2017,30.142962596803425,109960.05198883235,-2.36,-2.78,39.36756505884303,38.44,4.14353964866196,2.75,7.512599199733244,119993.89719612765,110018.74129170092,-1.69,-10.94,-12.9,0.12,0.88,2.723425095370657,0.0,43.24,36.7,20.1,7.16,0.83,5.22,0.04,-1.67,25.05,Z1IO34,bdrs
2016,30.142962596803425,109960.05198883235,-8.63,-10.06,39.36756505884303,37.47,4.14353964866196,2.02,7.512599199733244,119993.89719612765,110018.74129170092,-2.13,-18.76,-21.86,0.12,0.88,2.723425095370657,0.0,35.06,30.08,16.64,5.38,0.65,5.99,0.04,-4.52,13.030695948035882,Z1IO34,bdrs
2015,30.142962596803425,109960.05198883235,-13.78,56.73517328028479,39.36756505884303,36.75,4.14353964866196,1.21,7.512599199733244,119993.89719612765,110018.74129170092,-0.9,-78.63,10.919744689144414,0.13,0.87,0.94,94.61,3.93,0.0,11.28,3.29,0.41,12.17401091405184,0.04,-6.71,13.030695948035882,Z1IO34,bdrs
2014,30.142962596803425,109960.05198883235,-45.05,56.73517328028479,39.36756505884303,36.32,4.14353964866196,1.61,7.512599199733244,119993.89719612765,110018.74129170092,-1.14,-145.34,10.919744689144414,0.13,0.87,1.02,92.62,2.46,0.0,13.92,4.43,0.57,12.17401091405184,0.04,8.991378868978357,13.030695948035882,Z1IO34,bdrs
2013,30.142962596803425,109960.05198883235,-6.3,56.73517328028479,39.36756505884303,35.02,4.14353964866196,1.59,7.512599199733244,119993.89719612765,110018.74129170092,-1.14,-25.0,10.919744689144414,0.12,0.88,1.03,89.25,12.98,0.0,12.9,4.55,0.52,12.17401091405184,0.04,8.991378868978357,13.030695948035882,Z1IO34,bdrs
2022,40.69,18.11,27.32,31.83,30.69,9.9,6.09,4.4,10.69,22.18,-12.01,0.79,1.15,1.35,0.34,0.66,2.25,70.56,40.57,34.82,26.27,44.5,14.96,19.93,0.57,9.73,19.93,Z1TS34,bdrs
2021,56.5,25.33,37.56,43.76,42.43,9.61,8.28,4.31,14.8,22.42,-16.51,0.74,1.06,1.24,0.33,0.67,3.86,70.38,40.64,34.88,26.2,44.84,14.65,19.82,0.56,6.97,37.03,Z1TS34,bdrs
2020,47.81,20.78,30.93,37.05,35.16,7.93,5.75,3.45,11.73,17.63,-11.19,1.02,1.44,1.73,0.28,0.72,3.05,69.18,39.97,33.36,24.54,43.46,12.04,16.63,0.49,5.52,20.8,Z1TS34,bdrs
2019,30.142962596803425,109960.05198883235,27.84,33.5,39.36756505884303,5.69,4.14353964866196,3.15,7.512599199733244,119993.89719612765,110018.74129170092,1.76,1.96,2.36,0.23,0.77,2.63,68.18,38.91,32.33,23.96,55.39,12.99,18.31,0.54,5.01,23.16,Z1TS34,bdrs
2018,30.142962596803425,109960.05198883235,20.92,24.32,39.36756505884303,4.55,4.14353964866196,2.97,7.512599199733244,119993.89719612765,110018.74129170092,2.3,2.28,2.65,0.2,0.8,3.6,67.19,37.84,32.55,24.52,65.35,13.25,18.31,0.54,4.12,14.66,Z1TS34,bdrs
2017,30.142962596803425,109960.05198883235,19.91,22.74,39.36756505884303,3.63,4.14353964866196,1.77,7.512599199733244,119993.89719612765,110018.74129170092,2.01,1.83,2.09,0.21,0.79,3.85,66.55,36.59,32.03,16.28,48.81,10.06,15.04,0.62,2.92,27.36,Z1TS34,bdrs
2016,30.142962596803425,109960.05198883235,18.51,21.7,39.36756505884303,3.01,4.14353964866196,1.66,7.512599199733244,119993.89719612765,110018.74129170092,2.56,2.33,2.74,0.19,0.81,3.03,65.92,33.43,28.52,16.8,55.21,10.73,16.34,0.64,5.87,25.25,Z1TS34,bdrs
2015,30.142962596803425,109960.05198883235,31.3,40.61,39.36756505884303,2.19,4.14353964866196,0.68,7.512599199733244,119993.89719612765,110018.74129170092,3.03,3.81,4.95,0.14,0.86,2.15,63.53,18.22,14.04,7.11,31.07,4.28,8.34,0.6,8.991378868978357,13.030695948035882,Z1TS34,bdrs
2014,30.142962596803425,109960.05198883235,21.31,25.95,39.36756505884303,2.67,4.14353964866196,1.16,7.512599199733244,119993.89719612765,110018.74129170092,2.05,2.4,2.93,0.2,0.8,3.19,64.12,23.85,19.58,12.18,43.61,8.85,14.19,0.73,8.991378868978357,13.030695948035882,Z1TS34,bdrs
2013,30.142962596803425,109960.05198883235,19.15,24.13,39.36756505884303,1.92,4.14353964866196,1.01,7.512599199733244,119993.89719612765,110018.74129170092,3.15,3.0,3.78,0.15,0.85,2.37,63.41,22.19,17.61,11.05,52.39,7.69,13.38,0.7,8.991378868978357,13.030695948035882,Z1TS34,bdrs
2022,26.17,6.23,22.42,27.53,32.66,19.37,4.76,4.61,8.78,7.82,-26.31,-0.94,-4.01,-4.92,0.77,0.23,3.91,74.28,32.99,26.87,33.54,23.79,18.21,14.32,0.54,8.991378868978357,13.030695948035882,Z1OM34,bdrs
2021,84.39,14.68,62.33,74.57,83.58,12.96,10.7,2.25,21.37,16.04,-112.19,-1.1,-5.23,-6.26,0.73,0.27,3.8,69.0,30.6,25.57,25.33,17.39,12.68,17.41,0.5,8.991378868978357,13.030695948035882,Z1OM34,bdrs
2020,4672.37,121.86,1196.58,3627.22,3854.94,2.92,78.79,0.08,163.21,133.42,-522.96,-1.03,-10.7,-32.44,0.65,0.35,3.28,81.47,12.83,4.23,3.49,2.61,1.69,3.03,0.48,8.991378868978357,13.030695948035882,Z1OM34,bdrs
2019,30.142962596803425,109960.05198883235,547.72,3020.91,39.36756505884303,-0.03,4.14353964866196,0.0,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,-5.19,-28.6,-0.02,1.02,1.82,81.54,10.29,1.87,0.0,0.0,0.0,-72.62,0.93,8.991378868978357,13.030695948035882,Z1OM34,bdrs
2018,30.142962596803425,109960.05198883235,-19.95,28.8,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,-19.95,28.8,-0.12,0.38,2.67,79.68,4.61,-3.19,-5.43,-30.85,-3.83,19.26,0.7,8.991378868978357,13.030695948035882,Z1OM34,bdrs
2022,27.19,2.64,16.60521298419211,22.93,23.49,9.48,2.06,0.92,4.25,22.8,-2.93,-0.26,10.20935542857143,-2.29,0.78,0.22,1.44,21.67,-30.193584756304414,18.1,15.64,9.72,7.57,9.19,0.48,27.63,20.35,Z1TO34,bdrs
2021,29.53,2.89,16.87,23.27,23.94,9.44,2.24,0.92,4.62,24.76,-3.18,-0.18,-1.11,-1.52,0.77,0.23,1.44,21.67,26.6,19.29,15.64,9.78,7.57,9.29,0.48,33.31,27.45,Z1TO34,bdrs
2020,37.53,3.3,21.25,28.96,31.92,8.76,2.73,0.77,6.42,12.47,-4.39,-0.33,-2.35,-3.21,0.83,0.17,2.39,23.15,27.41,20.11,17.1,8.8,7.28,8.63,0.43,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2019,30.142962596803425,109960.05198883235,13.81,16.4,39.36756505884303,7.03,4.14353964866196,1.04,7.512599199733244,119993.89719612765,110018.74129170092,-0.43,-2.04,-2.42,0.83,0.17,3.01,29.95,36.28,30.56,25.66,14.81,12.36,14.82,0.48,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2018,30.142962596803425,109960.05198883235,10.88,12.62,39.36756505884303,6.33,4.14353964866196,0.81,7.512599199733244,119993.89719612765,110018.74129170092,-0.53,-2.94,-3.41,0.86,0.14,4.13,30.47,35.17,30.32,24.9,12.81,11.05,12.87,0.44,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2017,30.142962596803425,109960.05198883235,14.33,16.43,39.36756505884303,4.61,4.14353964866196,0.68,7.512599199733244,119993.89719612765,110018.74129170092,-0.49,-2.41,-2.76,0.83,0.17,2.99,33.27,33.67,29.38,24.19,14.74,12.23,14.61,0.51,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2016,30.142962596803425,109960.05198883235,32.22,35.91,39.36756505884303,2.1,4.14353964866196,0.2,7.512599199733244,119993.89719612765,110018.74129170092,-0.58,-3.63,-4.05,0.84,0.16,3.74,35.17,32.26,28.94,19.62,9.73,8.21,10.41,0.42,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2015,30.142962596803425,109960.05198883235,-1.61,-1.78,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.35,-1.61,-1.78,0.74,0.26,1.3,34.3,27.72,25.13,21.41,16.61,12.31,14.14,0.58,8.991378868978357,13.030695948035882,Z1TO34,bdrs
2022,26.63,8.25,15.51,19.05,19.8,33.81,3.83,10.48,2.96,39.71,-7.04,-0.31,-0.61,-0.75,0.46,0.52,1.27,32.26,18.39,14.96,11.12,30.99,14.38,31.62,1.29,7.75,7.51,ACNB34,bdrs
2021,44.05,13.32,26.14,32.46,33.27,30.9,6.03,9.35,5.15,65.75,-11.07,-0.42,-0.83,-1.04,0.45,0.53,1.25,32.38,19.22,15.48,11.69,30.25,13.68,30.88,1.17,6.13,10.84,ACNB34,bdrs
2020,31.91,9.59,18.32,23.1,23.95,26.8,4.4,8.05,3.68,32.04,-8.43,-0.5,-0.98,-1.24,0.46,0.53,1.4,31.53,19.36,15.36,11.52,30.05,13.78,30.58,1.2,6.28,10.19,ACNB34,bdrs
2019,27.29,8.8,17.73,20.24,20.69,23.35,4.38,7.53,3.02,29.72,-9.1,-0.41,-0.85,-0.97,0.5,0.5,1.4,30.81,16.66,14.59,11.06,32.23,16.04,33.01,1.45,6.17,4.35,ACNB34,bdrs
2018,22.25,8.42,12.43,14.38,15.32,16.82,3.7,6.37,2.2,26.31,-8.32,-0.47,-0.74,-0.86,0.44,0.56,1.34,30.48,16.65,14.39,9.9,37.86,16.61,40.07,1.68,3.97,6.17,ACNB34,bdrs
2017,27.48,9.75,15.07,17.39,18.23,15.75,4.17,5.59,2.62,41.65,-8.94,-0.42,-0.69,-0.79,0.43,0.57,1.23,30.6,16.57,14.35,9.52,35.48,15.18,43.26,1.59,4.93,12.54,ACNB34,bdrs
2016,17.02,8.54,12.28,14.15,14.55,13.15,3.4,6.6,2.01,22.59,-8.11,-0.6,-0.88,-1.02,0.4,0.6,1.35,29.53,15.92,13.82,11.82,50.21,19.95,43.3,1.69,7.34,11.39,ACNB34,bdrs
2015,21.41,9.83,12.06,13.81,14.74,10.59,3.59,4.86,1.99,29.59,-8.71,-0.65,-0.85,-0.98,0.37,0.63,1.26,29.8,15.44,13.48,9.28,45.94,16.78,49.44,1.81,6.59,13.09,ACNB34,bdrs
2014,30.142962596803425,109960.05198883235,10.4,11.91,39.36756505884303,10.01,4.14353964866196,4.68,7.512599199733244,119993.89719612765,110018.74129170092,-0.78,-1.0,-1.14,0.35,0.65,1.46,30.38,15.44,13.49,9.23,46.8,16.41,50.36,1.78,8.991378868978357,13.030695948035882,ACNB34,bdrs
2013,30.142962596803425,109960.05198883235,9.48,10.78,39.36756505884303,8.52,4.14353964866196,5.15,7.512599199733244,119993.89719612765,110018.74129170092,-1.03,-1.14,-1.29,0.32,0.68,1.45,30.87,16.23,14.27,10.8,60.46,19.46,65.17,1.8,8.991378868978357,13.030695948035882,ACNB34,bdrs
2022,4.27,0.74,2.73,3.61,2.88,70.62,0.07,12.3,0.78,119993.89719612765,-0.07,0.2,0.59,0.78,0.1,0.9,2.723425095370657,45.31,35.74,27.02,18.24,17.42,1.7,14.93,0.09,-0.12,13.030695948035882,AIGB34,bdrs
2021,4.78,0.68,3.03,4.08,3.34,80.56,0.08,11.43,0.86,119993.89719612765,-0.08,0.12,0.45,0.61,0.11,0.89,2.723425095370657,44.37,34.65,25.75,17.98,14.19,1.57,12.52,0.09,-5.6,13.030695948035882,AIGB34,bdrs
2020,-5.39,0.48,-23.13,-6.8,-5.49,77.03,0.05,-6.9,0.73,119993.89719612765,-0.05,0.11,-4.12,-1.21,0.11,0.89,2.723425095370657,33.65,-3.92,-13.34,-13.59,-8.96,-1.01,-7.72,0.07,-5.03,-14.96,AIGB34,bdrs
2019,13.71,0.69,4.62,8.06,6.8,75.49,0.09,3.82,0.92,119993.89719612765,-0.09,0.14,0.8,1.4,0.13,0.87,2.723425095370657,38.56,23.54,13.48,6.69,5.06,0.63,6.08,0.09,-7.21,13.030695948035882,AIGB34,bdrs
2018,-5701.56,0.61,6.99,30.94,21.85,63.71,0.07,-0.01,0.72,119993.89719612765,-0.07,0.24,1.96,8.68,0.11,0.89,2.723425095370657,30.79,14.62,3.3,-0.01,-0.01,0.0,1.71,0.1,-7.01,13.030695948035882,AIGB34,bdrs
2017,-8.8,0.82,11.13,27.51,20.32,72.5,0.11,-6.77,1.08,119993.89719612765,-0.11,0.29,2.9,7.17,0.13,0.87,2.723425095370657,30.82,13.14,5.32,-12.29,-9.34,-1.22,-5.05,0.1,-4.26,13.030695948035882,AIGB34,bdrs
2016,-81.03,0.9,15.89,70.68,58.01,74.28,0.14,-0.83,1.31,119993.89719612765,-0.14,0.22,3.17,14.12,0.15,0.85,2.723425095370657,29.43,10.08,2.26,-1.62,-1.11,-0.17,0.93,0.11,-4.34,1.43,AIGB34,bdrs
2015,30.142962596803425,109960.05198883235,10.47,19.57,39.36756505884303,72.93,4.14353964866196,1.78,7.512599199733244,119993.89719612765,110018.74129170092,0.31,2.77,5.18,0.18,0.82,0.12,18.11,17.07,9.14,3.76,2.43,0.44,3.57,0.12,-3.11,13.030695948035882,AIGB34,bdrs
2014,30.142962596803425,109960.05198883235,6.44,8.77,39.36756505884303,76.63,4.14353964866196,5.38,7.512599199733244,119993.89719612765,110018.74129170092,0.27,1.76,2.39,0.21,0.79,0.13,29.84,26.01,19.1,11.69,7.02,1.46,6.77,0.12,8.991378868978357,13.030695948035882,AIGB34,bdrs
2013,30.142962596803425,109960.05198883235,6.77,9.39,39.36756505884303,68.65,4.14353964866196,6.17,7.512599199733244,119993.89719612765,110018.74129170092,0.39,2.33,3.23,0.19,0.81,0.14,31.82,24.57,17.73,13.19,8.99,1.68,8.3,0.13,8.991378868978357,13.030695948035882,AIGB34,bdrs
2022,13.52,4.78,5.99,6.89,9.56,29.72,0.55,10.52,2.31,119993.89719612765,-0.55,-1.32,-2.3,-2.64,0.11,0.89,2.723425095370657,0.0,27.81,24.2,17.12,35.4,4.05,35.58,0.24,3.29,8.44,AXPB34,bdrs
2021,15.41,5.6,7.73,8.87,10.79,29.14,0.66,10.59,2.84,119993.89719612765,-0.66,-1.01,-1.69,-1.94,0.12,0.88,2.723425095370657,0.0,30.25,26.37,18.46,36.34,4.27,36.38,0.23,2.09,-9.14,AXPB34,bdrs
2020,30.69,4.19,6.38,8.19,17.65,28.54,0.5,3.89,2.52,119993.89719612765,-0.5,-2.29,-7.54,-9.67,0.12,0.88,2.723425095370657,0.0,18.32,14.28,8.21,13.64,1.64,17.26,0.2,5.55,2.97,AXPB34,bdrs
2019,15.03,4.4,6.59,7.35,9.83,28.19,0.51,8.26,2.16,119993.89719612765,-0.51,-1.12,-2.25,-2.51,0.12,0.88,2.723425095370657,0.0,24.5,21.98,14.37,29.3,3.41,29.36,0.24,4.44,5.43,AXPB34,bdrs
2018,11.52,3.58,4.74,5.36,8.15,26.09,0.42,8.1,1.84,119993.89719612765,-0.42,-1.3,-2.62,-2.97,0.12,0.88,2.723425095370657,0.0,25.58,22.59,15.99,31.05,3.67,33.78,0.23,2.91,-9.12,AXPB34,bdrs
2017,30.93,4.65,5.3,6.1,9.7,21.04,0.47,3.17,2.18,119993.89719612765,-0.47,-1.8,-3.26,-3.75,0.1,0.9,2.723425095370657,0.0,25.85,22.46,7.05,15.05,1.52,18.95,0.22,2.85,1.96,AXPB34,bdrs
2016,12.62,3.31,4.39,4.92,7.42,22.4,0.43,5.87,1.83,119993.89719612765,-0.43,-1.11,-2.22,-2.49,0.13,0.87,2.723425095370657,0.0,27.58,24.63,14.47,26.22,3.38,24.85,0.23,2.8,4.79,AXPB34,bdrs
2015,13.13,3.21,89.89,56.73517328028479,39.36756505884303,21.0,0.41,5.14,1.93,0.97,-3.71,1.22,24.26,10.919744689144414,0.13,0.87,1.91,95.29,3.03,0.0,14.7,24.49,3.14,12.17401091405184,0.21,6.22,22.35,AXPB34,bdrs
2014,16.58,4.68,130.37,56.73517328028479,39.36756505884303,19.98,0.61,5.64,2.7,1.26,-4.91,1.73,35.24,10.919744689144414,0.13,0.87,2.23,95.24,2.82,0.0,16.27,28.24,3.67,12.17401091405184,0.23,8.991378868978357,13.030695948035882,AXPB34,bdrs
2013,17.45,4.75,130.43,56.73517328028479,39.36756505884303,18.2,0.6,4.96,2.66,1.29,-4.61,1.84,35.14,10.919744689144414,0.13,0.87,2.16,94.38,2.93,0.0,15.25,27.25,3.46,12.17401091405184,0.23,8.991378868978357,13.030695948035882,AXPB34,bdrs
2022,8.69,0.88,4.97,10.52,4.93,23.61,0.26,2.39,0.91,-26.42,-0.3,1.0,2.64,5.59,0.29,0.71,0.93,53.21,39.22,18.54,10.51,10.14,2.97,6.75,0.28,0.61,9.13,ATTB34,bdrs
2021,8.84,1.06,4.34,8.68,5.19,23.29,0.32,2.78,1.04,-6.86,-0.36,0.94,2.31,4.62,0.3,0.7,0.7,52.74,40.09,20.03,11.77,11.95,3.6,8.25,0.31,3.19,13.030695948035882,ATTB34,bdrs
2020,-39.38,1.26,7.3,60.73,40.21,22.69,0.39,-0.73,1.19,-17.83,-0.43,0.91,3.5,29.1,0.31,0.69,0.82,53.47,24.56,2.95,-3.01,-3.2,-0.98,1.29,0.33,6.47,16.63,ATTB34,bdrs
2019,20.57,1.55,6.75,16.23,10.63,25.22,0.52,1.9,1.58,-20.21,-0.58,0.82,2.33,5.62,0.33,0.67,0.79,53.56,35.7,14.84,7.67,7.55,2.52,6.74,0.33,5.81,1.01,ATTB34,bdrs
2018,10.79,1.14,5.83,11.54,6.37,25.29,0.39,2.66,1.22,-16.09,-0.44,0.93,2.63,5.22,0.35,0.65,0.8,53.49,38.08,19.23,11.34,10.52,3.64,7.74,0.32,4.73,32.31,ATTB34,bdrs
2017,8.16,1.71,7.69,16.44,11.2,22.94,0.54,4.8,1.5,-107.08,-0.66,0.81,2.48,5.31,0.32,0.68,0.97,51.53,28.54,13.35,18.34,20.91,6.63,2.21,0.36,5.27,26.89,ATTB34,bdrs
