Ano,P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2013,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,-16.06,4.14353964866196,-2.25,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,10.20935542857143,-45.94,-1.39,2.39,0.27,43.04,-30.193584756304414,-1.04,-27.78,-14.01,-19.46,1.82,0.7,10.63,13.030695948035882,ESTR3,acoes
2022,-1.86,0.35,5.53,10.55,1.93,22.87,0.06,-4.26,0.11,0.86,-0.11,1.67,4.88,9.31,0.18,0.68,1.2,31.14,11.21,5.88,-6.12,-18.64,-3.29,4.23,0.54,-3.61,13.030695948035882,CTNM3,acoes
2021,-3.51,0.37,5.07,8.67,1.77,25.09,0.07,-2.67,0.13,-2.59,-0.12,1.58,4.38,7.48,0.18,0.67,0.94,31.9,12.56,7.34,-3.7,-10.65,-1.94,5.34,0.52,-3.61,13.030695948035882,CTNM3,acoes
2020,-1.75,0.44,20.08,38.3,8.75,27.21,0.09,-6.84,0.19,2.1,-0.14,1.61,16.74,31.93,0.2,0.65,1.12,29.33,4.05,2.13,-10.6,-25.14,-4.92,-1.25,0.46,-5.17,13.030695948035882,CTNM3,acoes
2019,-6.12,0.34,4.97,51.22,10.78,32.61,0.08,-1.83,0.18,1.56,-0.13,1.31,3.98,41.04,0.23,0.58,1.16,29.29,17.58,1.71,-3.01,-5.61,-1.3,0.84,0.43,-5.3,13.030695948035882,CTNM3,acoes
2018,1.68,0.24,16.60521298419211,3.42,0.54,33.56,0.06,4.8,0.14,0.82,-0.1,1.31,10.20935542857143,2.92,0.24,0.58,1.2,29.6,-30.193584756304414,25.98,8.26,14.3,3.45,12.19,0.42,-5.8,13.030695948035882,CTNM3,acoes
2017,3.69,0.22,3.91,6.77,0.91,26.96,0.05,1.63,0.1,0.39,-0.09,1.43,3.37,5.84,0.23,0.58,1.43,30.31,19.52,11.25,2.78,6.03,1.41,6.51,0.51,-2.6,13.030695948035882,CTNM3,acoes
2016,-0.72,0.14,8.71,23.04,1.88,23.51,0.03,-4.6,0.04,0.22,-0.06,1.58,7.96,21.06,0.22,0.61,1.41,25.59,5.39,2.04,-5.3,-19.55,-4.22,-0.23,0.8,8.86,13.030695948035882,CTNM3,acoes
2015,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,7.16,4.14353964866196,-0.63,7.512599199733244,119993.89719612765,110018.74129170092,1.0,6.98,24.13,0.26,0.55,1.6,25.47,4.89,1.42,-3.02,-8.86,-2.34,1.07,0.77,4.95,13.030695948035882,CTNM3,acoes
2014,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,7.89,4.14353964866196,-0.62,7.512599199733244,119993.89719612765,110018.74129170092,0.88,5.88,19.01,0.3,0.51,1.78,25.18,5.92,1.83,-3.12,-7.9,-2.35,1.38,0.75,-1.6,13.030695948035882,CTNM3,acoes
2013,-13.0,0.26,5.11,11.12,2.84,8.12,0.08,-0.16,0.11,0.46,-0.16,0.75,3.76,8.17,0.31,0.47,1.57,23.86,8.25,3.8,-0.83,-2.0,-0.63,2.98,0.75,8.991378868978357,13.030695948035882,CTNM3,acoes
2022,2.3,0.34,1.87,6.19,3.12,53.01,0.11,7.75,0.1,3.52,-0.16,0.33,0.93,3.07,0.32,0.62,1.11,25.18,10.43,3.15,4.27,14.62,4.67,3.96,1.09,4.35,13.030695948035882,PCAR3,acoes
2021,7.3,0.43,16.60521298419211,56.73517328028479,3.46,50.66,0.12,2.98,0.11,4.43,-0.19,0.06,0.2,0.46,0.28,0.67,1.08,25.25,7.42,3.29,1.56,5.88,1.62,4.31,1.04,4.35,13.030695948035882,PCAR3,acoes
2020,9.24,1.47,16.60521298419211,56.73517328028479,7.66,51.03,0.38,8.12,0.39,-23.92,-0.56,0.03,0.07,0.17,0.26,0.68,0.95,26.83,12.25,5.13,4.25,15.91,4.09,7.58,0.96,6.62,52.41,PCAR3,acoes
2019,30.02,2.17,7.72,15.27,12.18,41.0,0.41,2.96,0.42,-7.31,-0.62,0.57,1.62,3.2,0.19,0.77,0.86,21.51,6.81,3.44,1.39,7.22,1.36,6.11,0.98,-2.84,-8.13,PCAR3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,38.76,4.14353964866196,4.47,7.512599199733244,119993.89719612765,110018.74129170092,0.1,0.39,0.53,0.21,0.74,1.11,23.39,6.06,4.41,2.42,10.76,2.26,8.88,0.93,-3.11,2.55,PCAR3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,38.27,4.14353964866196,2.18,7.512599199733244,119993.89719612765,110018.74129170092,0.08,0.3,0.54,0.22,0.72,1.15,24.62,5.98,3.32,1.3,5.56,1.21,6.63,0.93,-2.6,-11.21,PCAR3,acoes
2016,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,37.11,4.14353964866196,-1.81,7.512599199733244,119993.89719612765,110018.74129170092,0.06,-5.08,0.88,0.28,0.72,2.723425095370657,22.97,-0.36,2.06,-1.16,-3.83,-1.07,4.51,0.92,-2.31,13.030695948035882,PCAR3,acoes
2015,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,38.97,4.14353964866196,1.0,7.512599199733244,119993.89719612765,110018.74129170092,-0.23,10.20935542857143,-1.88,0.28,0.72,2.723425095370657,24.4,-30.193584756304414,4.33,0.71,1.98,0.56,6.48,0.79,3.0,-15.59,PCAR3,acoes
2014,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,39.54,4.14353964866196,4.56,7.512599199733244,119993.89719612765,110018.74129170092,-0.1,10.20935542857143,-0.37,0.32,0.68,2.723425095370657,25.68,-30.193584756304414,5.85,1.85,8.33,2.65,12.76,1.44,23.04,14.65,PCAR3,acoes
2013,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,35.92,4.14353964866196,3.99,7.512599199733244,119993.89719612765,110018.74129170092,0.12,10.20935542857143,0.37,0.25,0.67,1.09,26.11,-30.193584756304414,5.1,1.82,11.06,2.77,11.66,1.52,26.26,32.21,PCAR3,acoes
2022,-490.96,1.06,16.60521298419211,-66.25,-65.17,3.22,0.23,-0.01,3.49,119993.89719612765,-0.24,0.824658251231527,10.20935542857143,10.919744689144414,0.22,0.78,2.723425095370657,50.33,-30.193584756304414,-5.35,-0.71,-0.22,-0.05,12.17401091405184,0.07,5.8,13.030695948035882,BIDI4,acoes
2021,-338.55,2.93,-155.95,-113.8,-113.99,3.25,0.67,-0.03,12.44,-1.35,-0.68,0.824658251231527,10.20935542857143,10.919744689144414,0.23,0.77,0.03,67.47,-7.96,-10.91,-3.67,-0.87,-0.2,12.17401091405184,0.05,27.91,13.030695948035882,BIDI4,acoes
2020,-3494.54,7.62,-792.22,-282.42,-283.14,4.32,1.27,-0.01,27.02,-13.69,-2.39,0.824658251231527,10.20935542857143,10.919744689144414,0.17,0.83,0.83,57.47,-3.4,-9.54,-0.77,-0.22,-0.04,12.17401091405184,0.05,14.14,13.030695948035882,BIDI4,acoes
2019,20.18,0.72,17.89,37.08,37.42,21.68,0.16,0.78,1.88,1.05,-0.43,0.824658251231527,10.20935542857143,10.919744689144414,0.22,0.78,1.31,54.55,10.44,5.03,9.33,3.58,0.78,12.17401091405184,0.08,8.991378868978357,13.030695948035882,BIDI4,acoes
2022,12.94,3.02,16.60521298419211,12.61,13.37,6.62,0.19,1.55,2.05,-0.76,-0.22,0.824658251231527,10.20935542857143,10.919744689144414,0.06,0.94,0.3,37.49,-30.193584756304414,15.31,15.82,23.35,1.5,12.17401091405184,0.09,5.49,22.85,BSLI3,acoes
2021,-24.95,3.91,16.60521298419211,-29.42,-32.03,7.17,0.33,-1.12,2.94,-0.97,-0.36,0.824658251231527,10.20935542857143,10.919744689144414,0.08,0.96,2.723425095370657,71.21,-30.193584756304414,-9.18,-11.79,-16.37,-1.34,12.17401091405184,0.11,5.49,13.030695948035882,BSLI3,acoes
2020,14.66,2.86,16.60521298419211,56.73517328028479,8.85,54.48,0.23,10.64,2.36,-1.13,-0.28,0.824658251231527,10.20935542857143,10.919744689144414,0.07,0.92,0.49,75.23,-30.193584756304414,26.67,16.1,21.4,1.56,12.17401091405184,0.1,-2.43,29.73,BSLI3,acoes
2019,4.9,1.09,16.60521298419211,56.73517328028479,3.25,47.85,0.11,10.61,0.61,-0.6,-0.17,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.91,0.07,73.93,21.39,18.71,12.42,22.12,2.32,12.17401091405184,0.19,5.1,14.3,BSLI3,acoes
2018,4.98,0.9,16.60521298419211,56.73517328028479,2.84,37.6,0.08,6.82,0.54,-0.56,-0.13,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,0.72,65.53,-30.193584756304414,19.1,10.88,18.15,1.65,12.17401091405184,0.15,2.11,4.87,BSLI3,acoes
2022,4.87,0.43,16.60521298419211,5.3,4.79,21.97,0.04,1.93,0.43,0.53,-0.04,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,5.13,49.55,-30.193584756304414,8.92,8.79,8.77,0.75,12.17401091405184,0.09,-5.99,1.6,BRSR6,acoes
2021,3.64,0.43,16.60521298419211,2.98,2.67,22.22,0.04,2.65,0.51,2.19,-0.04,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.93,1.37,53.12,-30.193584756304414,19.24,14.12,11.93,1.04,12.17401091405184,0.07,-5.99,8.28,BRSR6,acoes
2020,9.61,0.71,16.60521298419211,7.91,7.6,20.4,0.07,1.52,0.81,1.49,-0.07,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.92,2.34,60.03,-30.193584756304414,10.61,8.4,7.51,0.68,12.17401091405184,0.08,-5.25,-6.76,BRSR6,acoes
2019,6.98,1.14,5.63,6.91,6.7,19.05,0.11,3.1,1.1,1.79,-3.1,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,0.04,56.18,20.1,16.39,15.74,16.27,1.54,12.17401091405184,0.1,1.64,15.39,BRSR6,acoes
2018,9.99,1.25,5.4,6.26,6.37,17.79,0.12,2.22,1.07,0.86,-0.25,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,53.77,19.52,16.84,10.74,12.33,1.16,12.17401091405184,0.11,6.29,3.93,BRSR6,acoes
2017,5.57,0.87,4.79,5.45,3.93,17.19,0.08,2.68,0.65,0.38,-0.21,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,49.24,18.93,16.64,11.75,14.88,1.47,12.17401091405184,0.13,9.3,5.6,BRSR6,acoes
2016,5.8,0.66,3.58,4.07,3.88,15.75,0.06,1.78,0.4,0.88,-0.12,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,49.22,11.83,10.4,6.96,10.83,1.04,12.17401091405184,0.15,12.86,-4.85,BRSR6,acoes
2015,2.72,0.39,2.78,2.91,2.29,15.17,0.04,2.15,0.25,2.47,-0.07,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,32.21,11.31,10.8,9.1,13.59,1.29,12.17401091405184,0.14,16.03,2.97,BRSR6,acoes
2014,9.55,1.05,6.74,7.22,7.7,13.86,0.1,1.52,0.8,-2.74,-0.18,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,42.19,11.1,10.37,8.35,10.69,1.03,12.17401091405184,0.12,8.991378868978357,13.030695948035882,BRSR6,acoes
2013,6.88,1.0,4.71,4.95,4.87,12.59,0.1,1.83,0.83,-1.58,-0.17,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,50.6,17.82,16.98,12.01,14.04,1.38,12.17401091405184,0.12,8.991378868978357,13.030695948035882,BRSR6,acoes
2022,7.63,1.06,16.60521298419211,4.84,5.11,14.13,0.12,1.97,1.13,119993.89719612765,-0.12,0.824658251231527,10.20935542857143,10.919744689144414,0.11,0.89,2.723425095370657,34.3,-30.193584756304414,22.14,14.81,13.91,1.55,12.17401091405184,0.1,0.22,14.98,SANB4,acoes
2021,7.69,1.1,16.60521298419211,4.54,4.83,14.54,0.12,2.08,1.53,-0.27,-0.14,0.824658251231527,10.20935542857143,10.919744689144414,0.11,0.89,0.23,65.8,-30.193584756304414,31.74,19.95,14.27,1.59,12.17401091405184,0.08,0.22,16.23,SANB4,acoes
2020,13.13,2.08,16.60521298419211,17.39,18.23,11.32,0.18,1.79,2.81,-0.37,-0.21,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,0.26,70.8,-30.193584756304414,15.39,21.38,15.81,1.36,12.17401091405184,0.06,-2.12,6.52,SANB4,acoes
2019,10.75,2.53,7.53,8.34,7.92,9.29,0.21,2.19,2.42,-1.97,-0.53,0.824658251231527,10.20935542857143,10.919744689144414,0.13,0.87,0.03,60.85,33.86,30.58,22.52,16.98,2.15,12.17401091405184,0.1,4.33,23.85,SANB4,acoes
2018,12.23,1.69,16.60521298419211,10.06,9.68,12.14,0.21,1.68,2.18,119993.89719612765,-0.22,0.824658251231527,10.20935542857143,10.919744689144414,0.13,0.87,2.723425095370657,59.48,-30.193584756304414,22.57,17.85,13.83,1.74,12.17401091405184,0.1,6.59,17.06,SANB4,acoes
2017,11.2,1.15,16.60521298419211,8.31,6.89,11.46,0.15,1.18,1.4,119993.89719612765,-0.18,0.824658251231527,10.20935542857143,10.919744689144414,0.13,0.87,2.723425095370657,48.93,-30.193584756304414,20.32,12.5,10.3,1.38,12.17401091405184,0.11,6.29,10.23,SANB4,acoes
2016,10.36,0.9,16.60521298419211,6.82,4.64,11.12,0.12,0.97,0.99,119993.89719612765,-0.15,0.824658251231527,10.20935542857143,10.919744689144414,0.13,0.87,2.723425095370657,39.65,-30.193584756304414,21.24,9.51,8.72,1.16,12.17401091405184,0.12,8.33,-1.07,SANB4,acoes
2015,6.72,0.83,16.60521298419211,-22.67,-20.44,8.73,0.11,1.08,0.94,119993.89719612765,-0.13,0.824658251231527,10.20935542857143,10.919744689144414,0.13,0.87,2.723425095370657,44.85,-30.193584756304414,-4.6,14.0,12.32,1.62,12.17401091405184,0.12,11.3,5.79,SANB4,acoes
2014,426.68,30.68,16.60521298419211,416.8,372.83,0.2,4.62,0.01,40.77,119993.89719612765,-5.17,0.824658251231527,10.20935542857143,10.919744689144414,0.15,0.85,2.723425095370657,46.21,-30.193584756304414,10.93,9.55,7.19,1.08,12.17401091405184,0.11,8.41,0.44,SANB4,acoes
2013,9.76,0.69,16.60521298419211,694.16,13.9,0.2,0.12,0.01,1.09,119993.89719612765,-0.14,0.824658251231527,10.20935542857143,10.919744689144414,0.18,0.82,2.723425095370657,55.6,-30.193584756304414,7.85,11.17,7.03,1.26,12.17401091405184,0.11,16.6,19.2,SANB4,acoes
2022,4.91,1.56,3.28,3.67,4.12,29.75,1.14,9.47,1.57,3.62,-2.02,-0.14,-0.34,-0.38,0.73,0.27,3.72,47.02,42.62,38.14,32.04,31.82,23.33,29.72,0.73,16.87,64.38,FESA3,acoes
2021,7.83,2.12,4.75,5.44,6.29,26.83,1.48,7.28,2.11,5.43,-2.52,-0.08,-0.21,-0.25,0.7,0.3,2.95,43.25,38.35,33.52,26.9,27.13,18.93,26.74,0.7,16.87,55.97,FESA3,acoes
2020,39.65,1.57,5.72,8.22,9.92,19.99,0.98,0.79,1.71,7.89,-1.35,0.14,0.61,0.88,0.63,0.37,1.83,27.37,24.72,17.19,4.3,3.95,2.48,12.04,0.58,11.62,-16.63,FESA3,acoes
2019,13.31,1.61,8.65,13.83,16.42,20.74,1.07,2.5,2.3,6.72,-1.43,0.17,1.12,1.79,0.67,0.33,2.71,20.2,22.41,14.01,17.29,12.07,8.05,6.23,0.47,9.09,19.33,FESA3,acoes
2018,6.96,1.23,16.60521298419211,5.39,5.72,19.74,0.81,3.5,1.56,3.9,-1.16,0.06,10.20935542857143,0.28,0.66,0.34,3.12,34.95,-30.193584756304414,27.19,22.36,17.71,11.61,15.6,0.52,11.54,33.26,FESA3,acoes
2017,6.22,1.11,16.60521298419211,5.35,6.82,17.18,0.9,3.06,1.51,2.33,-1.73,-0.3,10.20935542857143,-1.82,0.82,0.18,5.25,35.34,-30.193584756304414,22.19,24.34,17.79,14.54,13.05,0.6,9.4,25.9,FESA3,acoes
2016,14.71,0.76,16.60521298419211,116.56,212.82,15.31,0.62,0.79,0.93,2.11,-1.03,-0.18,10.20935542857143,-49.29,0.82,0.18,3.79,15.85,-30.193584756304414,0.44,6.35,5.15,4.2,-1.68,0.66,11.28,-5.12,FESA3,acoes
2015,4.59,0.6,16.60521298419211,2.85,3.69,15.12,0.48,1.96,0.85,1.76,-0.82,-0.05,10.20935542857143,-0.3,0.81,0.19,3.0,37.87,-30.193584756304414,23.04,18.5,12.98,10.53,14.58,0.57,6.82,5.31,FESA3,acoes
2014,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,14.42,4.14353964866196,1.04,7.512599199733244,119993.89719612765,110018.74129170092,-0.18,10.20935542857143,-3.16,0.87,0.13,5.96,22.18,-30.193584756304414,8.97,11.04,7.18,6.25,4.85,0.57,12.94,25.76,FESA3,acoes
2013,22.84,1.38,16.60521298419211,16.79,21.95,13.74,1.21,0.83,2.1,3.15,-2.24,-0.18,10.20935542857143,-2.92,0.88,0.12,6.38,20.26,-30.193584756304414,9.56,9.19,6.05,5.32,4.65,0.58,-1.87,-26.22,FESA3,acoes
2022,6.08,2.56,5.42,6.32,3.49,1.53,0.55,0.65,1.27,3.2,-0.77,2.08,2.42,2.83,0.21,0.75,2.53,48.75,42.33,36.29,20.83,42.17,9.04,14.21,0.43,18.37,7.92,KLBN4,acoes
2021,9.3,4.89,7.64,9.03,5.1,1.02,0.67,0.54,1.7,3.38,-1.0,3.64,3.21,3.8,0.14,0.83,2.49,45.77,39.5,33.41,18.32,52.61,7.18,12.34,0.39,18.37,4.0,KLBN4,acoes
2020,-11.76,7.68,11.31,15.41,9.1,0.68,0.83,-0.44,2.45,4.08,-1.2,5.19,4.52,6.15,0.11,0.88,2.98,39.52,36.65,26.9,-20.82,-65.29,-7.05,5.83,0.34,16.01,13.030695948035882,KLBN4,acoes
2019,28.42,3.18,9.38,13.57,7.6,1.12,0.55,0.12,1.87,1.82,-0.91,2.37,3.93,5.68,0.17,0.81,4.4,33.3,35.58,24.6,6.58,11.18,1.95,7.77,0.3,15.98,-1.54,KLBN4,acoes
2018,111.38,2.43,7.39,9.91,5.13,1.16,0.52,0.03,1.53,2.14,-0.82,1.97,3.1,4.16,0.21,0.78,2.93,42.95,39.95,29.79,1.37,2.18,0.46,10.5,0.34,16.84,-13.88,KLBN4,acoes
2017,27.93,2.05,10.97,18.0,9.58,1.53,0.49,0.11,1.77,1.84,-0.79,1.56,4.43,7.27,0.24,0.76,3.15,32.67,30.4,18.54,6.36,7.36,1.74,4.65,0.27,15.0,-6.68,KLBN4,acoes
2016,5.44,1.9,13.41,20.58,9.65,1.5,0.46,0.52,1.9,2.32,-0.7,1.69,5.59,8.59,0.24,0.76,2.4,33.8,30.27,19.72,35.0,34.96,8.47,2.6,0.24,12.76,68.5,KLBN4,acoes
2015,-14.38,3.37,19.16,23.19,12.08,1.13,0.69,-0.27,3.17,3.27,-1.02,2.32,6.87,8.32,0.2,0.8,2.74,39.42,31.74,26.23,-22.03,-23.41,-4.77,3.41,0.22,9.2,13.030695948035882,KLBN4,acoes
2014,18.65,1.93,9.63,11.2,8.01,1.49,0.64,0.15,2.78,2.53,-1.03,0.74,2.65,3.08,0.33,0.67,3.14,45.86,40.41,34.73,14.92,10.35,3.45,7.63,0.23,10.58,34.04,KLBN4,acoes
2013,38.78,2.09,16.60521298419211,56.73517328028479,10.05,5.88,0.75,0.32,2.45,3.69,-1.11,0.74,2.94,3.56,0.36,0.64,2.71,37.59,29.49,24.34,6.31,5.38,1.94,8.33,0.31,8.991378868978357,13.030695948035882,KLBN4,acoes
2022,4.34,3.54,2.52,2.69,2.92,25.44,1.45,20.72,1.36,5.73,-2.9,-0.16,-0.13,-0.14,0.41,0.59,2.02,45.28,49.9,46.62,31.36,81.47,33.34,50.24,1.06,47.87,50.28,UNIP5,acoes
2021,4.9,4.25,3.03,3.26,3.3,24.24,1.56,21.02,1.55,9.28,-2.85,-0.06,-0.05,-0.05,0.37,0.63,1.58,44.56,50.3,46.82,31.56,86.72,31.77,50.39,1.01,47.87,47.86,UNIP5,acoes
2020,12.53,2.67,4.6,5.82,6.16,18.27,1.02,3.89,1.19,6.98,-1.75,-0.23,-0.42,-0.53,0.38,0.61,1.54,34.5,24.47,19.35,9.5,21.31,8.16,21.1,0.86,35.12,33.16,UNIP5,acoes
2019,18.06,2.13,5.65,8.25,7.88,16.9,0.84,1.99,1.03,7.41,-1.25,0.11,0.28,0.41,0.4,0.6,1.54,26.79,19.04,13.04,5.69,11.78,4.67,14.5,0.82,31.46,21.48,UNIP5,acoes
2018,5.93,2.32,3.24,3.93,3.77,16.13,0.77,6.32,0.9,6.65,-1.28,0.12,0.17,0.2,0.33,0.64,1.42,36.32,29.03,23.94,15.22,39.19,13.06,28.35,0.86,79.28,7.96,UNIP5,acoes
2017,4.51,1.38,3.1,4.15,3.17,11.86,0.39,3.62,0.45,-32.56,-0.58,0.44,0.76,1.02,0.29,0.69,0.96,29.97,19.07,14.26,10.02,30.54,8.73,20.91,0.87,53.41,50.44,UNIP5,acoes
2016,2.38,0.62,16.60521298419211,1.25,1.18,12.95,0.19,3.36,0.75,8.05,-0.28,0.11,10.20935542857143,0.21,0.31,0.63,1.08,43.55,-30.193584756304414,63.88,31.57,25.96,8.04,20.16,0.25,20.84,129.12,UNIP5,acoes
2015,5.23,0.56,4.87,4.87,2.91,9.9,0.28,1.05,0.54,6.65,-0.35,0.44,2.3,2.3,0.5,0.5,2.723425095370657,44.35,18.36,18.36,10.23,10.62,5.28,10.53,0.52,22.12,23.72,UNIP5,acoes
2014,7.52,0.63,4.88,6.56,3.62,0.93,0.3,0.08,0.63,58.27,-0.37,0.62,2.64,3.55,0.48,0.52,2.723425095370657,45.16,23.59,17.55,8.45,8.44,4.03,8.91,0.48,16.43,13.030695948035882,UNIP5,acoes
2013,1.55,0.75,16.60521298419211,2.77,1.43,0.89,0.34,0.43,2.99,26.31,-0.41,0.83,10.20935542857143,1.58,0.45,0.55,1.09,46.21,-30.193584756304414,208.36,192.23,48.53,21.82,25.88,0.11,8.991378868978357,13.030695948035882,UNIP5,acoes
2022,1.82,4.52,1.85,2.2,1.21,7.78,0.3,19.29,0.26,1.99,-0.53,3.69,0.84,0.99,0.07,0.93,1.56,27.31,24.92,21.04,14.02,247.82,16.61,45.75,1.18,17.25,13.030695948035882,BRKM3,acoes
2021,3.24,7.29,2.26,2.63,1.74,7.78,0.49,17.54,0.43,3.21,-0.85,2.91,0.76,0.88,0.08,0.93,1.56,30.35,28.61,24.66,13.24,177.79,15.11,53.45,1.14,17.25,13.030695948035882,BRKM3,acoes
2020,-3.0,-9.13,11.06,-611.46,-279.67,-2.76,0.23,-8.39,0.34,3.46,-0.39,0.824658251231527,6.14,-339.73,-0.03,1.04,1.2,19.15,6.79,-0.12,-11.43,-303.85,-7.77,-7.2,0.68,4.54,13.030695948035882,BRKM3,acoes
2019,-8.99,5.15,12.67,-800.91,-444.42,6.13,0.37,-3.51,0.48,3.51,-0.56,4.25,5.8,-366.81,0.07,0.94,1.44,12.7,6.83,-0.11,-5.35,-57.27,-4.11,-5.91,0.77,3.0,13.030695948035882,BRKM3,acoes
2018,12.66,5.35,16.60521298419211,6.53,4.37,8.51,0.61,3.6,0.63,-20.94,-0.96,2.54,10.20935542857143,2.08,0.11,0.9,0.93,19.99,-30.193584756304414,14.32,4.94,42.23,4.84,24.32,0.98,7.2,41.26,BRKM3,acoes
2017,8.49,5.32,16.60521298419211,5.56,3.71,8.18,0.65,5.12,0.7,-30.28,-0.98,2.7,10.20935542857143,1.88,0.12,0.89,0.94,26.11,-30.193584756304414,19.0,8.29,62.64,7.65,27.5,0.92,6.38,13.030695948035882,BRKM3,acoes
2016,-58.11,8.73,16.60521298419211,6.86,4.02,3.44,0.46,-0.52,0.5,-3.53,-0.67,5.64,10.20935542857143,2.59,0.05,0.97,0.71,26.6,-30.193584756304414,12.49,-0.86,-15.02,-0.79,21.3,0.91,7.57,13.030695948035882,BRKM3,acoes
2015,4.23,6.27,16.60521298419211,5.26,1.84,2.54,0.21,3.77,0.27,21.94,-0.3,9.64,10.20935542857143,2.83,0.03,0.98,1.03,21.66,-30.193584756304414,14.7,6.4,148.41,4.95,18.23,0.77,12.96,9.63,BRKM3,acoes
2014,12.03,1.43,16.60521298419211,7.81,2.48,7.57,0.17,0.9,0.19,12.7,-0.25,2.68,10.20935542857143,4.66,0.12,0.88,1.05,12.82,-30.193584756304414,7.69,1.59,11.86,1.45,11.35,0.91,22.84,12.43,BRKM3,acoes
2013,25.81,1.74,16.60521298419211,10.54,4.8,9.46,0.28,0.64,0.32,9.38,-0.41,1.88,10.20935542857143,5.18,0.16,0.84,1.1,12.57,-30.193584756304414,6.69,1.24,6.76,1.05,8.69,0.85,8.991378868978357,13.030695948035882,BRKM3,acoes
2022,1.21,1.16,16.60521298419211,1.19,1.22,19.5,1.15,18.58,7.512599199733244,10.36,-1.3,-0.12,10.20935542857143,-0.13,0.99,0.01,17.83,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,95.29,94.65,94.33,0.0,8.991378868978357,63.27,BRAP3,acoes
2021,1.06,1.14,16.60521298419211,1.13,1.07,19.09,1.13,20.55,7.512599199733244,34.99,-1.18,-0.04,10.20935542857143,-0.04,0.99,0.01,5.89,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,107.68,106.96,106.86,0.0,8.991378868978357,66.61,BRAP3,acoes
2020,13.58,1.77,16.60521298419211,14.6,13.64,32.34,1.76,4.22,7.512599199733244,52.41,-1.83,-0.01,10.20935542857143,-0.04,1.0,0.0,11.8,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,13.03,12.99,12.98,0.0,8.991378868978357,13.030695948035882,BRAP3,acoes
2019,-30.53,1.29,16.60521298419211,-31.25,-29.62,27.47,1.22,-1.16,7.512599199733244,51.26,-1.29,0.0,10.20935542857143,-0.05,0.95,0.05,1.76,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,-4.22,-3.99,-4.25,0.0,8.991378868978357,13.030695948035882,BRAP3,acoes
2018,8.57,1.02,16.60521298419211,8.5,8.26,28.62,0.96,3.42,7.512599199733244,95.4,-1.01,-0.03,10.20935542857143,-0.2,0.94,0.06,1.23,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,11.95,11.19,12.06,0.0,8.991378868978357,13.030695948035882,BRAP3,acoes
2017,3.71,0.98,16.60521298419211,3.67,3.31,25.19,0.76,6.66,7.512599199733244,-12.6,-0.91,0.0,10.20935542857143,0.02,0.78,0.22,0.72,44.870923770184,-30.193584756304414,-13.713876267367633,-50.852420202778816,26.44,20.56,23.08,0.0,8.991378868978357,36.8,BRAP3,acoes
